C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_01_860.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_01_860.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_01_860.jpg,0,0,0,1.241789E-05
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_01_930.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_01_930.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_01_930.jpg,0,0,0,4.005584E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_01_997.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_01_997.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_01_997.jpg,0,0,0,1.253082E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_069.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_069.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_069.jpg,0,0,0,6.005446E-07
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_138.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_138.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_138.jpg,0,0,0,2.279976E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_210.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_210.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_210.jpg,0,0,0,6.759756E-07
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_282.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_282.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_282.jpg,0,0,0,1.224264E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_350.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_350.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_350.jpg,0,0,0,1.959297E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_418.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_418.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_418.jpg,0,0,0,3.617808E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_488.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_488.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_488.jpg,0,0,0,4.315943E-06
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_556.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_556.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_556.jpg,0,0.0369198,0,0.02241954
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_623.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_623.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_623.jpg,0,0.222108,0,0.1359678
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_691.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_691.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_691.jpg,0,0.4556559,0,0.4555258
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_758.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_758.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_758.jpg,0,0.6415951,0,0.8532072
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_825.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_825.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_825.jpg,-0.1,0.8253778,0,1.370961
C:\Users\anshu\OneDrive\Desktop\Data\IMG\center_2022_07_08_21_12_02_892.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\left_2022_07_08_21_12_02_892.jpg,C:\Users\anshu\OneDrive\Desktop\Data\IMG\right_2022_07_08_21_12_02_892.jpg,-0.3,1,0,2.301228
